genome_id,antibiotic,target_status,target_present,matched_target_markers,molecular_targets,target_confidence,target_source_count,target_gate_reason
562.58745,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58745,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58745,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58745,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58748,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58748,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58748,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58748,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58748,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58748,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58749,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58749,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58749,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58749,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58749,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58749,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58751,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58751,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58751,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58751,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58751,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58751,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58752,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58752,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58752,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58752,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58752,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58752,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58754,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58754,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58754,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58754,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58754,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58754,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58755,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58755,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58755,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58755,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58755,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58755,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58757,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58757,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58757,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58757,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58757,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58757,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58758,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58758,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58758,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58758,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58758,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58758,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58761,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58761,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58761,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58761,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58761,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58761,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58762,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58762,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58762,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58762,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58762,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58762,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58763,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58763,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58763,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58763,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58763,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58763,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58766,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58766,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58766,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58766,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58766,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58766,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58767,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58767,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58767,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58767,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58767,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58767,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65781,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65781,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65781,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65781,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65781,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65781,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65783,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65783,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65783,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65783,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65783,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65783,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65784,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65784,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65784,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65784,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65784,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65784,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65785,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65785,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65785,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65785,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65785,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65785,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65786,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65786,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65786,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65786,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65786,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65786,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65787,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65787,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65787,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65787,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65787,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65787,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65788,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65788,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65788,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65788,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65788,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65788,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65789,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65789,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65789,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65789,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65789,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65789,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65791,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65791,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65791,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65791,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65791,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65791,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65796,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65796,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65796,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65796,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65796,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65796,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65797,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65797,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65797,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65797,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65797,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65797,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65798,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65798,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65798,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65798,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65798,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65798,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65799,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65799,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65799,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65799,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65799,amoxicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65799,ceftazidime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65801,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65801,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65801,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65801,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
