genome_id,feature,element_symbol,element_name,type,subtype,class,subclass,method,identity_to_reference,coverage_of_reference
562.58716,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,BLASTX,97.8,100.0
562.58716,amr_acrf_amr,acrF,multidrug efflux RND transporter permease subunit AcrF,AMR,AMR,EFFLUX,EFFLUX,BLASTX,99.52,100.0
562.58716,amr_soxs_a12s_point,soxS_A12S,Escherichia ampicillin/chloramphenicol/quinolone/rifampin/tetracycline resistant SoxS,AMR,POINT,MULTIDRUG,AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE,POINTX,99.07,100.0
562.58716,amr_emrd_amr,emrD,multidrug efflux MFS transporter EmrD,AMR,AMR,EFFLUX,EFFLUX,BLASTX,99.24,100.0
562.58716,amr_parc_e84g_point,parC_E84G,Escherichia quinolone resistant ParC,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.73,100.0
562.58716,amr_parc_s80i_point,parC_S80I,Escherichia quinolone resistant ParC,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.73,100.0
562.58716,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,99.73,100.0
562.58716,amr_aac_6_ib4_amr,aac(6')-Ib4,aminoglycoside N-acetyltransferase AAC(6')-Ib4,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,ALLELEX,100.0,100.0
562.58716,amr_catb3_amr,catB3,type B-3 chloramphenicol O-acetyltransferase CatB3,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0
562.58716,amr_dfra1_amr,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.58716,amr_sul1_amr,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58716,amr_blashv_12_amr,blaSHV-12,extended-spectrum class A beta-lactamase SHV-12,AMR,AMR,BETA-LACTAM,CEFIDEROCOL/CEPHALOSPORIN,ALLELEX,100.0,100.0
562.58716,amr_estx_3_amr,estX-3,macrolide esterase EstX-3,AMR,AMR,MACROLIDE,TYLOSIN,ALLELEX,100.0,100.0
562.58716,amr_aada2_amr,aadA2,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58716,amr_cmla1_amr,cmlA1,chloramphenicol efflux MFS transporter CmlA1,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0
562.58716,amr_aada1_amr,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58716,amr_sul3_amr,sul3,sulfonamide-resistant dihydropteroate synthase Sul3,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58716,amr_mcr_1_1_amr,mcr-1.1,phosphoethanolamine--lipid A transferase MCR-1.1,AMR,AMR,COLISTIN,COLISTIN,ALLELEX,100.0,100.0
562.58716,amr_tet_b_amr,tet(B),tetracycline efflux MFS transporter Tet(B),AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0
562.58716,amr_cata1_amr,catA1,type A-1 chloramphenicol O-acetyltransferase,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0
562.58716,amr_blatem_1_amr,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0
562.58718,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,BLASTX,97.56,100.0
562.58718,amr_fosa7_5_amr,fosA7.5,fosfomycin resistance glutathione transferase FosA7.5,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,ALLELEX,100.0,100.0
562.58718,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,97.35,100.0
562.58718,amr_cira_q260ter_point_disrupt,cirA_Q260Ter,Escherichia cefiderocol resistant CirA,AMR,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,POINTX,99.55,100.0
562.58718,amr_acrf_amr,acrF,multidrug efflux RND transporter permease subunit AcrF,AMR,AMR,EFFLUX,EFFLUX,BLASTX,99.42,100.0
562.58718,amr_mcr_1_2_amr,mcr-1.2,phosphoethanolamine--lipid A transferase MCR-1.2,AMR,AMR,COLISTIN,COLISTIN,ALLELEX,100.0,100.0
562.58718,amr_aac_3_iie_amr,aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0
562.58718,amr_blatem_1_amr,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0
562.58718,amr_tet_a_amr,tet(A),tetracycline efflux MFS transporter Tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0
562.58718,amr_aph_6_id_amr,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58718,amr_aph_3_ib_amr,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58718,amr_sul2_amr,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58718,amr_sul3_amr,sul3,sulfonamide-resistant dihydropteroate synthase Sul3,AMR,AMR,SULFONAMIDE,SULFONAMIDE,BLASTX,99.62,100.0
562.58718,amr_cmla1_amr,cmlA1,chloramphenicol efflux MFS transporter CmlA1,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0
562.58718,amr_aada2_amr,aadA2,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58718,amr_estx_3_amr,estX-3,macrolide esterase EstX-3,AMR,AMR,MACROLIDE,TYLOSIN,ALLELEX,100.0,100.0
562.58718,amr_sul1_amr,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58718,amr_cata1_amr,catA1,type A-1 chloramphenicol O-acetyltransferase,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0
562.58718,amr_aada1_amr,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58718,amr_dfra5_amr,dfrA5,trimethoprim-resistant dihydrofolate reductase DfrA5,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.58718,amr_dfra1_amr,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.58719,amr_gyra_d87n_point,gyrA_D87N,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.58719,amr_gyra_s83l_point,gyrA_S83L,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.58719,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,BLASTX,97.56,100.0
562.58719,amr_acrf_amr,acrF,multidrug efflux RND transporter permease subunit AcrF,AMR,AMR,EFFLUX,EFFLUX,BLASTX,99.52,100.0
562.58719,amr_pare_s458a_point,parE_S458A,Escherichia quinolone resistant ParE,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.52,100.0
562.58719,amr_parc_s80i_point,parC_S80I,Escherichia quinolone resistant ParC,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.87,100.0
562.58719,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,98.67,100.0
562.58719,amr_mcr_1_1_amr,mcr-1.1,phosphoethanolamine--lipid A transferase MCR-1.1,AMR,AMR,COLISTIN,COLISTIN,ALLELEX,100.0,100.0
562.58719,amr_blashv_12_amr,blaSHV-12,extended-spectrum class A beta-lactamase SHV-12,AMR,AMR,BETA-LACTAM,CEFIDEROCOL/CEPHALOSPORIN,ALLELEX,100.0,100.0
562.58719,amr_sul2_amr,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58719,amr_aph_3_ib_amr,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58719,amr_aph_6_id_amr,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58719,amr_tet_a_amr,tet(A),tetracycline efflux MFS transporter Tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,99.75,100.0
562.58719,amr_dfra5_amr,dfrA5,trimethoprim-resistant dihydrofolate reductase DfrA5,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.58719,amr_blatem_1_amr,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0
562.58721,amr_acrf_amr,acrF,multidrug efflux RND transporter permease subunit AcrF,AMR,AMR,EFFLUX,EFFLUX,BLASTX,99.52,100.0
562.58721,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,BLASTX,98.05,100.0
562.58721,amr_soxs_a12s_point,soxS_A12S,Escherichia ampicillin/chloramphenicol/quinolone/rifampin/tetracycline resistant SoxS,AMR,POINT,MULTIDRUG,AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE,POINTX,99.07,100.0
562.58721,amr_gyra_d87y_point,gyrA_D87Y,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.58721,amr_gyra_s83a_point,gyrA_S83A,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.58721,amr_cira_w21cfster3_point_disrupt,cirA_W21CfsTer3,Escherichia cefiderocol resistant CirA,AMR,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,POINTX,100.0,100.0
562.58721,amr_parc_s80i_point,parC_S80I,Escherichia quinolone resistant ParC,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.87,100.0
562.58721,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,99.73,100.0
562.58721,amr_sul1_amr,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58721,amr_mcr_1_1_amr,mcr-1.1,phosphoethanolamine--lipid A transferase MCR-1.1,AMR,AMR,COLISTIN,COLISTIN,ALLELEX,100.0,100.0
562.58721,amr_aac_3_iie_amr,aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0
562.58721,amr_cata1_amr,catA1,type A-1 chloramphenicol O-acetyltransferase,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0
562.58721,amr_tet_a_amr,tet(A),tetracycline efflux MFS transporter Tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0
562.58721,amr_sul3_amr,sul3,sulfonamide-resistant dihydropteroate synthase Sul3,AMR,AMR,SULFONAMIDE,SULFONAMIDE,BLASTX,99.62,100.0
562.58721,amr_cmla1_amr,cmlA1,chloramphenicol efflux MFS transporter CmlA1,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0
562.58721,amr_aada2_amr,aadA2,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58721,amr_estx_3_amr,estX-3,macrolide esterase EstX-3,AMR,AMR,MACROLIDE,TYLOSIN,ALLELEX,100.0,100.0
562.58721,amr_sul2_amr,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58721,amr_aph_6_id_amr,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58721,amr_aph_3_ib_amr,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58721,amr_blatem_1_amr,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0
562.58721,amr_aada1_amr,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58721,amr_dfra1_amr,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.58723,amr_gyra_d87n_point,gyrA_D87N,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.58723,amr_gyra_s83l_point,gyrA_S83L,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.58723,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,BLASTX,97.8,100.0
562.58723,amr_blatem_1_amr,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0
562.58723,amr_soxs_a12s_point,soxS_A12S,Escherichia ampicillin/chloramphenicol/quinolone/rifampin/tetracycline resistant SoxS,AMR,POINT,MULTIDRUG,AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE,POINTX,99.07,100.0
562.58723,amr_acrf_amr,acrF,multidrug efflux RND transporter permease subunit AcrF,AMR,AMR,EFFLUX,EFFLUX,BLASTX,99.52,100.0
562.58723,amr_parc_s80i_point,parC_S80I,Escherichia quinolone resistant ParC,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.87,100.0
562.58723,amr_mcr_1_2_amr,mcr-1.2,phosphoethanolamine--lipid A transferase MCR-1.2,AMR,AMR,COLISTIN,COLISTIN,ALLELEX,100.0,100.0
562.58723,amr_sul1_amr,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58723,amr_dfra1_amr,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.58723,amr_catb3_amr,catB3,type B-3 chloramphenicol O-acetyltransferase CatB3,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0
562.58723,amr_aac_6_ib4_amr,aac(6')-Ib4,aminoglycoside N-acetyltransferase AAC(6')-Ib4,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,ALLELEX,100.0,100.0
562.58723,amr_cata1_amr,catA1,type A-1 chloramphenicol O-acetyltransferase,AMR,AMR,PHENICOL,CHLORAMPHENICOL,BLASTX,99.54,100.0
562.58723,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,99.73,100.0
562.58723,amr_aph_3_ia_amr,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,BLASTX,99.63,100.0
562.58723,amr_aph_6_id_amr,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58723,amr_aph_3_ib_amr,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58723,amr_sul2_amr,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58723,amr_tet_b_amr,tet(B),tetracycline efflux MFS transporter Tet(B),AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0
562.58725,amr_acrf_amr,acrF,multidrug efflux RND transporter permease subunit AcrF,AMR,AMR,EFFLUX,EFFLUX,PARTIALX,99.64,54.16
562.58725,amr_pare_i355t_point,parE_I355T,Escherichia quinolone resistant ParE,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.37,100.0
562.58725,amr_parc_e84g_point,parC_E84G,Escherichia quinolone resistant ParC,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.6,100.0
562.58725,amr_parc_s80i_point,parC_S80I,Escherichia quinolone resistant ParC,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.6,100.0
562.58725,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,BLASTX,97.8,100.0
562.58725,amr_gyra_d87n_point,gyrA_D87N,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.58725,amr_gyra_s83l_point,gyrA_S83L,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.58725,amr_cira_g352efster26_point_disrupt,cirA_G352EfsTer26,Escherichia cefiderocol resistant CirA,AMR,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,POINTX,99.7,100.0
562.58725,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,99.2,100.0
562.58725,amr_nfsa_h11y_point,nfsA_H11Y,Escherichia nitrofurantoin resistant NfsA,AMR,POINT,NITROFURAN,NITROFURANTOIN,POINTX,97.08,100.0
562.58725,amr_cyaa_s352t_point,cyaA_S352T,Escherichia fosmidomycin resistant CyaA,AMR,POINT,FOSMIDOMYCIN,FOSMIDOMYCIN,POINTX,99.29,100.0
562.58725,amr_emrd_amr,emrD,multidrug efflux MFS transporter EmrD,AMR,AMR,EFFLUX,EFFLUX,BLASTX,99.75,100.0
562.58725,amr_uhpt_e350q_point,uhpT_E350Q,Escherichia fosfomycin resistant UhpT,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,99.78,100.0
562.58725,amr_mcr_1_2_amr,mcr-1.2,phosphoethanolamine--lipid A transferase MCR-1.2,AMR,AMR,COLISTIN,COLISTIN,ALLELEX,100.0,100.0
562.58725,amr_aac_3_iid_amr,aac(3)-IId,aminoglycoside N-acetyltransferase AAC(3)-IId,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0
562.58725,amr_tet_b_amr,tet(B),tetracycline efflux MFS transporter Tet(B),AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0
562.58725,amr_sul2_amr,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58725,amr_aph_3_ib_amr,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58725,amr_aph_6_id_amr,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58725,amr_dfra17_amr,dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.58725,amr_blatem_1_amr,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0
562.58725,amr_aph_3_ia_amr,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,100.0,100.0
562.58726,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,EXACTX,100.0,100.0
562.58726,amr_parc_a56t_point,parC_A56T,Escherichia quinolone resistant ParC,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.6,100.0
562.58726,amr_parc_s80i_point,parC_S80I,Escherichia quinolone resistant ParC,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.6,100.0
562.58726,amr_acrf_amr,acrF,multidrug efflux RND transporter permease subunit AcrF,AMR,AMR,EFFLUX,EFFLUX,EXACTX,100.0,100.0
562.58726,amr_gyra_d87n_point,gyrA_D87N,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.58726,amr_gyra_s83l_point,gyrA_S83L,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.58726,amr_blactx_m_1_amr,blaCTX-M-1,extended-spectrum class A beta-lactamase CTX-M-1,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0
562.58726,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,BLASTX,97.27,98.29
562.58726,amr_mcr_1_1_amr,mcr-1.1,phosphoethanolamine--lipid A transferase MCR-1.1,AMR,AMR,COLISTIN,COLISTIN,ALLELEX,100.0,100.0
562.58726,amr_tet_b_amr,tet(B),tetracycline efflux MFS transporter Tet(B),AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0
562.58726,amr_aph_6_id_amr,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58726,amr_aph_3_ib_amr,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58726,amr_sul2_amr,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58726,amr_cata1_amr,catA1,type A-1 chloramphenicol O-acetyltransferase,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0
562.58726,amr_mrx_a_amr,mrx(A),phosphorylated macrolide efflux MFS transporter Mrx(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0
562.58726,amr_mph_a_amr,mph(A),Mph(A) family macrolide 2'-phosphotransferase,AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0
562.58726,amr_aph_3_ia_amr,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,100.0,100.0
562.58727,amr_cira_l323ter_point_disrupt,cirA_L323Ter,Escherichia cefiderocol resistant CirA,AMR,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,POINTX,99.7,100.0
562.58727,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,INTERNAL_STOP,98.14,100.0
562.58727,amr_acrf_amr,acrF,multidrug efflux RND transporter permease subunit AcrF,AMR,AMR,EFFLUX,EFFLUX,BLASTX,99.61,100.0
562.58727,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,BLASTX,97.8,100.0
562.58727,amr_sul3_amr,sul3,sulfonamide-resistant dihydropteroate synthase Sul3,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0
562.58727,amr_aada1_amr,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0
562.58727,amr_dfra1_amr,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0
562.58727,amr_tet_a_amr,tet(A),tetracycline efflux MFS transporter Tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,99.75,100.0
562.58727,amr_mcr_1_2_amr,mcr-1.2,phosphoethanolamine--lipid A transferase MCR-1.2,AMR,AMR,COLISTIN,COLISTIN,ALLELEX,100.0,100.0
562.58727,amr_cata1_amr,catA1,type A-1 chloramphenicol O-acetyltransferase,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0
562.58727,amr_blatem_1_amr,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0
562.58727,amr_qnrb19_amr,qnrB19,quinolone resistance pentapeptide repeat protein QnrB19,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0
562.58728,amr_parc_s80i_point,parC_S80I,Escherichia quinolone resistant ParC,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,99.87,100.0
562.58728,amr_gyra_d87n_point,gyrA_D87N,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.58728,amr_gyra_s83l_point,gyrA_S83L,Escherichia quinolone resistant GyrA,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,98.97,99.66
562.58728,amr_blaec_amr,blaEC,BlaEC family class C beta-lactamase,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,98.41,100.0
562.58728,amr_mdtm_amr,mdtM,multidrug efflux MFS transporter MdtM,AMR,AMR,EFFLUX,EFFLUX,BLASTX,98.05,100.0
562.58728,amr_nfsa_q72ter_point_disrupt,nfsA_Q72Ter,Escherichia nitrofurantoin resistant NfsA,AMR,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,POINTX,99.17,100.0
562.58728,amr_acrf_amr,acrF,multidrug efflux RND transporter permease subunit AcrF,AMR,AMR,EFFLUX,EFFLUX,BLASTX,99.42,100.0
